Node,Time_bin,Avg_speed,Avg_speed_CI,Max_speed,Min_speed,Travel_time,Travel_time_CI,Flow,Boxplot_speed,Boxplot_time,Count
258913486,2,5.0,"(1.09, 9.37)",17.0,0.0,0.7333333333333333,"(0.45, 1.01)","{'(65317986, 258913486, 0)': 6}","{'whislo': 0, 'q1': 0.0, 'med': 3.0, 'q3': 6.0, 'whishi': 17, 'fliers': [17, 16, 17]}","{'whislo': 0.3667, 'q1': 0.5958, 'med': 0.6833, 'q3': 0.94585, 'whishi': 1.0667, 'fliers': []}",13
258913493,-1,8.0,"(-20.21, 36.21)",21.0,0.0,,,{},"{'points': [0, 3, 21]}",{'points': []},3
258913493,1,,,,,,,{},{'points': []},{'points': []},0
258913493,0,6.0,"(-3.12, 15.92)",18.0,0.0,0.5667,,"{'(258913493, 259138852, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 4.0, 'q3': 10.0, 'whishi': 18, 'fliers': []}",{'points': [0.5667]},5
258913493,2,5.0,"(1.96, 8.04)",22.0,0.0,0.5555666666666667,"(-0.17, 1.28)","{'(258913493, 259138852, 0)': 3}","{'whislo': 0, 'q1': 0.0, 'med': 2.0, 'q3': 7.25, 'whishi': 19, 'fliers': [19]}","{'points': [0.8833, 0.4667, 0.3167]}",20
258964505,-1,,,,,,,{},{'points': []},{'points': []},0
258964505,1,,,,,,,{},{'points': []},{'points': []},0
258964505,0,4.0,"(2.0, 6.67)",11.0,0.0,0.7452285714285714,"(0.34, 1.15)","{'(258964507, 258964505, 0)': 2, '(65300475, 65300486, 0)': 5}","{'whislo': 0, 'q1': 3.0, 'med': 4.0, 'q3': 5.0, 'whishi': 11, 'fliers': [11]}","{'whislo': 0.2333, 'q1': 0.375, 'med': 0.8667, 'q3': 0.9582999999999999, 'whishi': 1.45, 'fliers': []}",9
258964505,2,3.0,"(2.02, 4.67)",12.0,0.0,0.73668,"(0.37, 1.1)","{'(65300475, 65300486, 0)': 7, '(258964507, 258964505, 0)': 2, '(65300475, 258964505, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 3.0, 'q3': 6.0, 'whishi': 12, 'fliers': []}","{'whislo': 0.05, 'q1': 0.29585, 'med': 0.7666999999999999, 'q3': 1.0167, 'whishi': 1.55, 'fliers': []}",26
258964507,-1,,,,,,,{},{'points': []},{'points': []},0
258964507,1,,,,,,,{},{'points': []},{'points': []},0
258964507,0,0.0,"(0.0, 0.0)",0.0,0.0,,,{},"{'points': [0, 0, 0]}",{'points': []},3
258964507,2,3.0,"(0.05, 5.45)",12.0,0.0,3.38335,"(-4.03, 10.8)","{'(258964508, 258964507, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 0.5, 'q3': 3.0, 'whishi': 12, 'fliers': [12, 10]}","{'points': [2.8, 3.9667]}",12
258964508,-1,,,,,,,{},{'points': []},{'points': []},0
258964508,1,,,,,,,{},{'points': []},{'points': []},0
258964508,0,3.0,"(-3.03, 9.53)",8.0,0.0,0.53335,"(-5.4, 6.46)","{'(258964508, 258964507, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 2.5, 'q3': 5.75, 'whishi': 8, 'fliers': []}","{'points': [0.0667, 1.0]}",4
258964508,2,3.0,"(1.13, 4.7)",7.0,0.0,3.5,"(-22.97, 29.97)","{'(258964508, 258964507, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 3.5, 'q3': 5.0, 'whishi': 7, 'fliers': []}","{'points': [5.5833, 1.4167]}",12
258965262,3,8.0,,8.0,8.0,,,{},{'points': [8]},{'points': []},1
258967880,-1,,,,,,,{},{'points': []},{'points': []},0
258967880,1,8.0,"(-9.21, 25.21)",12.0,0.0,0.0333,,"{'(65324858, 258967880, 0)': 1}","{'points': [12, 0, 12]}",{'points': [0.0333]},3
258967880,0,20.0,"(20.0, 20.0)",20.0,20.0,,,{},"{'points': [20, 20]}",{'points': []},2
258967880,2,11.0,"(1.87, 19.8)",19.0,0.0,,,{},"{'whislo': 0, 'q1': 3.5, 'med': 15.0, 'q3': 16.0, 'whishi': 19, 'fliers': []}",{'points': []},6
258968242,3,9.0,,9.0,9.0,,,{},{'points': [9]},{'points': []},1
258968244,-1,,,,,,,{},{'points': []},{'points': []},0
258968244,1,7.0,"(-0.24, 14.24)",16.0,0.0,0.3,,"{'(65324856, 258968244, 0)': 1}","{'whislo': 0, 'q1': 1.0, 'med': 6.0, 'q3': 12.5, 'whishi': 16, 'fliers': []}",{'points': [0.3]},6
258968244,0,6.0,"(-8.64, 21.31)",12.0,0.0,,,{},"{'points': [12, 7, 0]}",{'points': []},3
258968244,2,3.0,"(-1.5, 8.0)",15.0,0.0,0.7,,"{'(258968244, 65324856, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 3.75, 'whishi': 15, 'fliers': [15]}",{'points': [0.7]},8
259138401,-1,,,,,,,{},{'points': []},{'points': []},0
259138401,1,,,,,,,{},{'points': []},{'points': []},0
259138401,0,24.0,"(-26.82, 74.82)",28.0,20.0,,,{},"{'points': [20, 28]}",{'points': []},2
259138401,2,23.0,"(18.52, 26.98)",34.0,17.0,0.85,,"{'(259138401, 65344932, 0)': 1}","{'whislo': 17, 'q1': 20.5, 'med': 22.0, 'q3': 23.25, 'whishi': 34, 'fliers': [34]}",{'points': [0.85]},8
259138402,-1,,,,,,,{},{'points': []},{'points': []},0
259138402,1,,,,,,,{},{'points': []},{'points': []},0
259138402,0,28.0,"(21.09, 35.41)",35.0,26.0,,,{},"{'whislo': 26, 'q1': 26.0, 'med': 26.0, 'q3': 28.25, 'whishi': 35, 'fliers': [35]}",{'points': []},4
259138402,2,22.0,"(16.34, 27.66)",25.0,17.0,,,{},"{'whislo': 17, 'q1': 20.75, 'med': 23.0, 'q3': 24.25, 'whishi': 25, 'fliers': []}",{'points': []},4
259138404,-1,,,,,,,{},{'points': []},{'points': []},0
259138404,1,,,,,,,{},{'points': []},{'points': []},0
259138404,0,4.0,"(-40.97, 47.97)",7.0,0.0,,,{},"{'points': [7, 0]}",{'points': []},2
259138404,2,6.0,"(2.34, 10.23)",18.0,0.0,0.39165,"(-3.53, 4.31)","{'(65305089, 65356422, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 3.5, 'q3': 12.75, 'whishi': 18, 'fliers': []}","{'points': [0.0833, 0.7]}",14
259138834,-1,10.0,"(-9.56, 28.56)",11.0,8.0,,,{},"{'points': [11, 8]}",{'points': []},2
259138834,1,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
259138834,0,7.0,"(1.6, 13.15)",20.0,0.0,0.22499999999999998,"(-0.52, 0.97)","{'(259138834, 65296275, 0)': 2}","{'whislo': 0, 'q1': 1.5, 'med': 7.0, 'q3': 11.25, 'whishi': 20, 'fliers': []}","{'points': [0.2833, 0.1667]}",8
259138834,2,6.0,"(3.9, 7.72)",13.0,0.0,0.70833,"(0.26, 1.15)","{'(259138834, 65296275, 0)': 8, '(259138835, 259138834, 0)': 1, '(65301508, 259138834, 0)': 1}","{'whislo': 0, 'q1': 0.5, 'med': 5.0, 'q3': 10.75, 'whishi': 13, 'fliers': []}","{'whislo': 0.05, 'q1': 0.1708, 'med': 0.5667, 'q3': 1.0, 'whishi': 1.7, 'fliers': []}",26
259138835,-1,6.0,"(-4.53, 16.13)",18.0,0.0,,,{},"{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 11.0, 'whishi': 18, 'fliers': []}",{'points': []},5
259138835,1,23.0,,23.0,23.0,,,{},{'points': [23]},{'points': []},1
259138835,0,7.0,"(-81.94, 95.94)",14.0,0.0,0.35,,"{'(259138837, 259138835, 0)': 1}","{'points': [14, 0]}",{'points': [0.35]},2
259138835,2,8.0,"(3.06, 13.22)",23.0,0.0,0.37334,"(0.12, 0.63)","{'(259138837, 259138835, 0)': 5}","{'whislo': 0, 'q1': 0.0, 'med': 4.0, 'q3': 16.75, 'whishi': 23, 'fliers': []}","{'whislo': 0.05, 'q1': 0.3333, 'med': 0.4, 'q3': 0.5167, 'whishi': 0.5667, 'fliers': [0.05]}",14
259138837,-1,12.0,"(-14.19, 37.52)",20.0,0.0,,,{},"{'points': [20, 0, 15]}",{'points': []},3
259138837,1,,,,,,,{},{'points': []},{'points': []},0
259138837,0,6.0,"(0.99, 11.21)",19.0,0.0,0.6167,,"{'(259138837, 259138835, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 4.0, 'q3': 9.75, 'whishi': 19, 'fliers': []}",{'points': [0.6167]},10
259138837,2,3.0,"(1.31, 5.52)",19.0,0.0,0.29522857142857145,"(0.05, 0.54)","{'(259138837, 259138835, 0)': 4, '(259138838, 259138837, 0)': 3}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 7.0, 'whishi': 16, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.1, 'med': 0.15, 'q3': 0.49165000000000003, 'whishi': 0.7, 'fliers': []}",24
259138838,-1,,,,,,,{},{'points': []},{'points': []},0
259138838,1,,,,,,,{},{'points': []},{'points': []},0
259138838,0,7.0,"(0.58, 13.17)",19.0,0.0,,,{},"{'whislo': 0, 'q1': 0.0, 'med': 5.0, 'q3': 12.0, 'whishi': 19, 'fliers': []}",{'points': []},8
259138838,2,6.0,"(2.93, 8.32)",21.0,0.0,0.7452357142857142,"(0.55, 0.95)","{'(259138840, 259138838, 0)': 9, '(259138838, 259138837, 0)': 5}","{'whislo': 0, 'q1': 0.0, 'med': 4.5, 'q3': 8.5, 'whishi': 20, 'fliers': []}","{'whislo': 0.0833, 'q1': 0.6, 'med': 0.66665, 'q3': 0.9875, 'whishi': 1.25, 'fliers': []}",24
259138840,-1,0.0,"(0.0, 0.0)",0.0,0.0,,,{},"{'points': [0, 0]}",{'points': []},2
259138840,1,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
259138840,0,3.0,"(0.14, 6.36)",13.0,0.0,0.6222,"(-0.23, 1.48)","{'(259138840, 259138838, 0)': 2, '(259138841, 259138840, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 5.25, 'whishi': 13, 'fliers': []}","{'points': [0.8833, 0.2333, 0.75]}",12
259138840,2,5.0,"(2.07, 7.53)",17.0,0.0,0.4129555555555555,"(-0.1, 0.92)","{'(259138841, 259138840, 0)': 3, '(259138840, 259138838, 0)': 6}","{'whislo': 0, 'q1': 0.0, 'med': 1.5, 'q3': 10.0, 'whishi': 17, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.0667, 'med': 0.1167, 'q3': 0.25, 'whishi': 2.0, 'fliers': [0.9833, 2.0]}",20
259138841,-1,17.0,"(4.29, 29.71)",18.0,16.0,,,{},"{'points': [18, 16]}",{'points': []},2
259138841,1,,,,,,,{},{'points': []},{'points': []},0
259138841,0,3.0,"(-5.01, 11.41)",15.0,0.0,,,{},"{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 1.0, 'whishi': 15, 'fliers': [15]}",{'points': []},5
259138841,2,7.0,"(2.87, 11.93)",21.0,0.0,0.05835,"(-0.05, 0.16)","{'(259138843, 259138841, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 2.0, 'q3': 14.5, 'whishi': 21, 'fliers': []}","{'points': [0.05, 0.0667]}",15
259138843,-1,16.0,"(-54.38, 85.38)",21.0,10.0,,,{},"{'points': [21, 10]}",{'points': []},2
259138843,1,,,,,,,{},{'points': []},{'points': []},0
259138843,0,12.0,"(8.54, 16.13)",14.0,11.0,,,{},"{'points': [14, 12, 11]}",{'points': []},3
259138843,2,5.0,"(1.99, 8.31)",19.0,0.0,0.6303090909090909,"(0.39, 0.87)","{'(2819241004, 259138843, 0)': 9, '(259138843, 259138841, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 1.0, 'q3': 8.0, 'whishi': 19, 'fliers': []}","{'whislo': 0.1167, 'q1': 0.35, 'med': 0.75, 'q3': 0.7583500000000001, 'whishi': 1.3833, 'fliers': [1.3833]}",20
259138846,-1,31.0,,31.0,31.0,,,{},{'points': [31]},{'points': []},1
259138846,1,29.0,,29.0,29.0,,,{},{'points': [29]},{'points': []},1
259138846,0,22.0,"(17.05, 27.28)",28.0,15.0,,,{},"{'whislo': 15, 'q1': 19.25, 'med': 23.0, 'q3': 25.25, 'whishi': 28, 'fliers': []}",{'points': []},6
259138846,2,13.0,"(7.74, 19.18)",26.0,0.0,0.4166600000000001,"(0.12, 0.71)","{'(259138847, 259138846, 0)': 3, '(259138846, 2819241004, 0)': 2}","{'whislo': 0, 'q1': 2.0, 'med': 18.0, 'q3': 19.0, 'whishi': 26, 'fliers': []}","{'whislo': 0.0167, 'q1': 0.4333, 'med': 0.45, 'q3': 0.55, 'whishi': 0.6333, 'fliers': [0.0167]}",13
259138847,-1,17.0,"(8.0, 26.0)",24.0,0.0,0.8166500000000001,"(0.61, 1.03)","{'(259138847, 259138846, 0)': 2}","{'whislo': 0, 'q1': 18.25, 'med': 19.5, 'q3': 20.75, 'whishi': 24, 'fliers': [0]}","{'points': [0.8, 0.8333]}",6
259138847,1,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
259138847,0,13.0,"(8.35, 17.25)",26.0,0.0,0.15,"(-0.27, 0.57)","{'(259138849, 259138847, 0)': 2}","{'whislo': 0, 'q1': 8.0, 'med': 16.0, 'q3': 18.0, 'whishi': 26, 'fliers': []}","{'points': [0.1167, 0.1833]}",15
259138847,2,11.0,"(8.04, 14.11)",28.0,0.0,0.18473333333333333,"(0.11, 0.26)","{'(259138847, 259138846, 0)': 4, '(259138849, 259138847, 0)': 8}","{'whislo': 0, 'q1': 3.5, 'med': 14.0, 'q3': 16.0, 'whishi': 28, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.1, 'med': 0.15835, 'q3': 0.2667, 'whishi': 0.4167, 'fliers': []}",27
259138849,-1,,,,,,,{},{'points': []},{'points': []},0
259138849,1,,,,,,,{},{'points': []},{'points': []},0
259138849,0,9.0,"(-0.42, 17.62)",18.0,0.0,,,{},"{'whislo': 0, 'q1': 5.0, 'med': 6.0, 'q3': 14.0, 'whishi': 18, 'fliers': []}",{'points': []},5
259138849,2,6.0,"(3.25, 8.27)",25.0,0.0,0.43167,"(0.08, 0.79)","{'(259138849, 259138847, 0)': 8, '(259138850, 259138849, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 6.0, 'q3': 9.0, 'whishi': 20, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.187475, 'med': 0.275, 'q3': 0.312525, 'whishi': 1.7, 'fliers': [1.7, 0.8667]}",21
259138850,-1,14.0,"(-163.89, 191.89)",28.0,0.0,,,{},"{'points': [28, 0]}",{'points': []},2
259138850,1,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
259138850,0,21.0,"(12.49, 29.01)",27.0,16.0,,,{},"{'whislo': 16, 'q1': 16.75, 'med': 20.0, 'q3': 24.0, 'whishi': 27, 'fliers': []}",{'points': []},4
259138850,2,14.0,"(6.88, 20.32)",22.0,0.0,0.7333,,"{'(259138850, 259138849, 0)': 1}","{'whislo': 0, 'q1': 4.5, 'med': 18.0, 'q3': 20.0, 'whishi': 22, 'fliers': []}",{'points': [0.7333]},10
259138852,-1,,,,,,,{},{'points': []},{'points': []},0
259138852,1,,,,,,,{},{'points': []},{'points': []},0
259138852,0,10.0,"(5.46, 15.31)",20.0,0.0,0.15,,"{'(258913493, 259138852, 0)': 1}","{'whislo': 0, 'q1': 2.0, 'med': 11.0, 'q3': 18.0, 'whishi': 20, 'fliers': []}",{'points': [0.15]},13
259138852,2,12.0,"(8.12, 16.25)",23.0,0.0,0.525,"(0.21, 0.84)","{'(258913493, 259138852, 0)': 3, '(259138852, 259138850, 0)': 1}","{'whislo': 0, 'q1': 5.75, 'med': 14.0, 'q3': 18.25, 'whishi': 23, 'fliers': []}","{'whislo': 0.3833, 'q1': 0.4208, 'med': 0.45, 'q3': 0.5542, 'whishi': 0.8167, 'fliers': [0.8167]}",16
259138855,-1,12.0,"(-44.68, 69.68)",17.0,8.0,,,{},"{'points': [17, 8]}",{'points': []},2
259138855,1,0.0,,0.0,0.0,,,{},{'points': [0]},{'points': []},1
259138855,0,11.0,"(4.05, 17.51)",24.0,0.0,0.6667,,"{'(259138856, 259138855, 0)': 1}","{'whislo': 0, 'q1': 4.0, 'med': 10.0, 'q3': 19.0, 'whishi': 24, 'fliers': []}",{'points': [0.6667]},9
259138855,2,5.0,"(2.27, 8.6)",20.0,0.0,0.3463,"(0.13, 0.56)","{'(259138856, 259138855, 0)': 7, '(65301545, 259138855, 0)': 1, '(259138855, 65297832, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 11.5, 'whishi': 20, 'fliers': []}","{'whislo': 0.0833, 'q1': 0.1667, 'med': 0.2667, 'q3': 0.3667, 'whishi': 0.8833, 'fliers': [0.8833, 0.75]}",23
259138856,-1,6.0,"(1.04, 10.39)",15.0,0.0,0.76665,"(-2.2, 3.73)","{'(259138856, 4015833309, 0)': 1, '(4015833309, 259138856, 0)': 1}","{'whislo': 0, 'q1': 2.5, 'med': 4.0, 'q3': 8.0, 'whishi': 15, 'fliers': []}","{'points': [0.5333, 1.0]}",7
259138856,1,7.0,"(-10.11, 24.78)",17.0,0.0,0.1,,"{'(259138856, 4015833309, 0)': 1}","{'points': [0, 14, 8]}",{'points': [0.1]},3
259138856,0,6.0,"(4.01, 8.99)",16.0,0.0,0.41668000000000005,"(-0.41, 1.24)","{'(259138856, 259138855, 0)': 1, '(4015833309, 259138856, 0)': 1, '(259138856, 4015833309, 0)': 3}","{'whislo': 0, 'q1': 3.25, 'med': 6.5, 'q3': 10.75, 'whishi': 12, 'fliers': []}","{'whislo': 0.0667, 'q1': 0.1, 'med': 0.15, 'q3': 0.1667, 'whishi': 1.6, 'fliers': [1.6]}",14
259138856,2,4.0,"(2.19, 5.4)",13.0,0.0,0.1718,"(0.09, 0.25)","{'(259138856, 259138855, 0)': 7, '(259138856, 4015833309, 0)': 3, '(259138858, 259138856, 0)': 3}","{'whislo': 0, 'q1': 0.0, 'med': 3.0, 'q3': 7.0, 'whishi': 12, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.0667, 'med': 0.1167, 'q3': 0.2833, 'whishi': 0.4167, 'fliers': []}",29
259138858,-1,8.0,"(-49.68, 64.68)",12.0,3.0,,,{},"{'points': [12, 3]}",{'points': []},2
259138858,1,,,,,,,{},{'points': []},{'points': []},0
259138858,0,1.0,"(-11.71, 13.71)",4.0,0.0,1.0,,"{'(259138858, 259138856, 0)': 1}","{'points': [0, 2]}",{'points': [1.0]},2
259138858,2,7.0,"(3.63, 11.11)",27.0,0.0,0.566675,"(0.02, 1.12)","{'(259139109, 259138858, 0)': 2, '(65301549, 259138858, 0)': 1, '(259138858, 259138856, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 7.0, 'q3': 11.5, 'whishi': 27, 'fliers': []}","{'whislo': 0.1833, 'q1': 0.345825, 'med': 0.55835, 'q3': 0.7792, 'whishi': 0.9667, 'fliers': []}",19
259139108,-1,,,,,,,{},{'points': []},{'points': []},0
259139108,1,,,,,,,{},{'points': []},{'points': []},0
259139108,0,8.0,"(2.36, 12.84)",15.0,0.0,0.6388999999999999,"(-0.26, 1.53)","{'(259139108, 4019294259, 0)': 1, '(65319992, 259139108, 0)': 2}","{'whislo': 3, 'q1': 5.0, 'med': 6.0, 'q3': 11.0, 'whishi': 13, 'fliers': []}","{'points': [1.0167, 0.6, 0.3]}",5
259139108,2,7.0,"(3.09, 11.69)",24.0,0.0,0.86665,"(-7.6, 9.34)","{'(65319992, 259139108, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 3.5, 'q3': 15.5, 'whishi': 24, 'fliers': []}","{'points': [0.2, 1.5333]}",18
259139109,-1,,,,,,,{},{'points': []},{'points': []},0
259139109,1,,,,,,,{},{'points': []},{'points': []},0
259139109,0,16.0,"(-4.26, 35.59)",24.0,7.0,0.3833,,"{'(259139109, 259138858, 0)': 1}","{'points': [15, 8, 24]}",{'points': [0.3833]},3
259139109,2,8.0,"(3.75, 11.39)",17.0,0.0,0.4166666666666667,"(0.13, 0.7)","{'(4019294259, 259139109, 0)': 2, '(259139109, 259138858, 0)': 4}","{'whislo': 0, 'q1': 0.0, 'med': 8.5, 'q3': 12.0, 'whishi': 17, 'fliers': []}","{'whislo': 0.1833, 'q1': 0.21250000000000002, 'med': 0.30835, 'q3': 0.579175, 'whishi': 0.85, 'fliers': []}",14
260190943,-1,10.0,"(-122.92, 143.92)",21.0,0.0,,,{},"{'points': [0, 21]}",{'points': []},2
260190943,1,4.0,,4.0,4.0,,,{},{'points': [4]},{'points': []},1
260190943,0,8.0,"(3.17, 12.37)",23.0,0.0,0.1167,"(-0.52, 0.75)","{'(260190943, 295218056, 0)': 1, '(260190943, 260191102, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 10.0, 'q3': 12.0, 'whishi': 23, 'fliers': []}","{'points': [0.0667, 0.1667]}",13
260190943,2,8.0,"(5.26, 10.91)",24.0,0.0,0.2714142857142857,"(0.08, 0.46)","{'(260190943, 295218056, 0)': 5, '(295218056, 260190943, 0)': 2}","{'whislo': 0, 'q1': 2.0, 'med': 8.0, 'q3': 13.25, 'whishi': 24, 'fliers': []}","{'whislo': 0.1, 'q1': 0.13335, 'med': 0.1833, 'q3': 0.3833, 'whishi': 0.5833, 'fliers': []}",24
260191102,-1,6.0,"(-1.35, 12.55)",15.0,1.0,,,{},"{'whislo': 1, 'q1': 2.0, 'med': 4.0, 'q3': 6.0, 'whishi': 15, 'fliers': [15]}",{'points': []},5
260191102,1,2.0,"(-4.85, 7.85)",2.0,1.0,,,{},"{'points': [1, 2]}",{'points': []},2
260191102,0,10.0,"(7.37, 12.75)",19.0,2.0,0.3833,"(-0.25, 1.02)","{'(260191102, 65363220, 0)': 2}","{'whislo': 2, 'q1': 6.0, 'med': 8.0, 'q3': 14.0, 'whishi': 19, 'fliers': []}","{'points': [0.3333, 0.4333]}",17
260191102,2,8.0,"(5.17, 9.89)",21.0,0.0,0.5518555555555555,"(0.32, 0.79)","{'(260191102, 65363220, 0)': 5, '(65363220, 260191102, 0)': 3, '(260191102, 3978797440, 0)': 1}","{'whislo': 0, 'q1': 0.75, 'med': 8.0, 'q3': 13.0, 'whishi': 20, 'fliers': []}","{'whislo': 0.15, 'q1': 0.35, 'med': 0.5333, 'q3': 0.7667, 'whishi': 1.0333, 'fliers': []}",32
260494513,-1,6.0,"(2.35, 9.9)",12.0,0.0,,,{},"{'whislo': 0, 'q1': 3.75, 'med': 6.0, 'q3': 9.5, 'whishi': 12, 'fliers': []}",{'points': []},8
260494513,1,10.0,"(-122.92, 143.92)",21.0,0.0,,,{},"{'points': [21, 0]}",{'points': []},2
260494513,0,3.0,"(-0.4, 5.6)",13.0,0.0,0.46334,"(-0.04, 0.96)","{'(260494513, 65296327, 0)': 4, '(65296327, 260494513, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.5, 'q3': 3.5, 'whishi': 13, 'fliers': [13]}","{'whislo': 0.2, 'q1': 0.2, 'med': 0.35, 'q3': 0.4, 'whishi': 1.1667, 'fliers': [1.1667]}",10
260494513,2,5.0,"(2.93, 6.36)",14.0,0.0,0.7922066666666666,"(0.5, 1.08)","{'(260494513, 65296327, 0)': 12, '(65296327, 260494513, 0)': 2, '(260494513, 1723564001, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 3.0, 'q3': 9.75, 'whishi': 14, 'fliers': []}","{'whislo': 0.0333, 'q1': 0.36665000000000003, 'med': 0.9, 'q3': 1.11665, 'whishi': 1.5833, 'fliers': []}",34
260494516,3,0.0,"(0.0, 0.0)",0.0,0.0,0.44170000000000004,"(-0.51, 1.39)","{'(65304065, 260494516, 0)': 1, '(260494516, 65304065, 0)': 1}","{'points': [0, 0]}","{'points': [0.5167, 0.3667]}",2
260494523,-1,,,,,,,{},{'points': []},{'points': []},0
260494523,1,,,,,,,{},{'points': []},{'points': []},0
260494523,0,3.0,,3.0,3.0,,,{},{'points': [3]},{'points': []},1
260494523,2,6.0,"(4.23, 7.2)",9.0,3.0,0.1,"(-0.54, 0.74)","{'(260494523, 65367585, 0)': 2}","{'whislo': 4, 'q1': 5.0, 'med': 5.0, 'q3': 6.0, 'whishi': 9, 'fliers': [9]}","{'points': [0.05, 0.15]}",7
261510655,-1,,,,,,,{},{'points': []},{'points': []},0
261510655,1,9.0,"(-29.72, 47.72)",27.0,0.0,,,{},"{'points': [0, 27, 0]}",{'points': []},3
261510655,0,,,,,,,{},{'points': []},{'points': []},0
261510655,2,20.0,"(9.17, 30.33)",25.0,0.0,0.2833,,"{'(261510655, 65290949, 0)': 1}","{'whislo': 10, 'q1': 19.0, 'med': 22.0, 'q3': 22.75, 'whishi': 25, 'fliers': [10]}",{'points': [0.2833]},4
261510664,-1,,,,,,,{},{'points': []},{'points': []},0
261510664,1,12.0,"(-83.8, 106.8)",19.0,4.0,,,{},"{'points': [19, 4]}",{'points': []},2
261510664,0,20.0,"(-18.12, 58.12)",23.0,17.0,,,{},"{'points': [23, 17]}",{'points': []},2
261510664,2,18.0,"(8.46, 27.21)",23.0,0.0,,,{},"{'whislo': 0, 'q1': 18.75, 'med': 21.5, 'q3': 22.75, 'whishi': 23, 'fliers': [0]}",{'points': []},6
261510671,-1,,,,,,,{},{'points': []},{'points': []},0
261510671,1,4.0,"(-8.24, 16.74)",16.0,0.0,0.0833,,"{'(261510678, 261510671, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 0.5, 'q3': 4.75, 'whishi': 16, 'fliers': [16]}",{'points': [0.0833]},4
261510671,0,8.0,"(-9.24, 24.58)",13.0,0.0,,,{},"{'points': [13, 0, 10]}",{'points': []},3
261510671,2,3.0,"(-4.68, 11.48)",15.0,0.0,,,{},"{'whislo': 0, 'q1': 0.0, 'med': 1.0, 'q3': 1.0, 'whishi': 15, 'fliers': [15]}",{'points': []},5
261510678,-1,,,,,,,{},{'points': []},{'points': []},0
261510678,1,7.0,"(-15.08, 29.08)",17.0,0.0,,,{},"{'points': [17, 0, 4]}",{'points': []},3
261510678,0,,,,,,,{},{'points': []},{'points': []},0
261510678,2,7.0,"(-2.9, 17.7)",20.0,0.0,0.2167,,"{'(261510678, 261510671, 0)': 1}","{'whislo': 0, 'q1': 0.0, 'med': 7.0, 'q3': 10.0, 'whishi': 20, 'fliers': []}",{'points': [0.2167]},5
261510687,-1,,,,,,,{},{'points': []},{'points': []},0
261510687,1,2.0,"(-5.46, 10.46)",10.0,0.0,0.63335,"(-2.12, 3.39)","{'(261510697, 261510687, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 2.5, 'whishi': 10, 'fliers': [10]}","{'points': [0.85, 0.4167]}",4
261510687,0,8.0,,9.0,7.0,0.5833,,"{'(261510697, 261510687, 0)': 1}",{'points': [8]},{'points': [0.5833]},1
261510687,2,7.0,"(-1.44, 14.55)",25.0,0.0,0.15,"(-0.28, 0.58)","{'(261510687, 261510678, 0)': 1, '(261510697, 261510687, 0)': 2}","{'whislo': 0, 'q1': 0.0, 'med': 0.0, 'q3': 12.0, 'whishi': 25, 'fliers': []}","{'points': [0.0333, 0.0667, 0.35]}",9
261510697,-1,,,,,,,{},{'points': []},{'points': []},0
261510697,1,9.0,"(-2.41, 21.07)",13.0,0.0,0.0833,,"{'(65308746, 261510697, 0)': 1}","{'points': [4, 11, 13]}",{'points': [0.0833]},3
261510697,0,23.0,,23.0,23.0,,,{},{'points': [23]},{'points': []},1
